OZDEMIR_YUNUSEMRE 51.700
MEMBER_IN JOBS_JILL 0.861
MEMBER_IN YILMAZ_JEAN 94.768
MEMBER_IN MESSI_BYRON 99.808
MEMBER_IN KAMINSKI_JOHNNY 35.113
MEMBER_IN KOVACEVIC_KRYSTAL 76.706
MEMBER_IN KOVACEVIC_GEOFFREY 17.127
INTEL_DIVIDE
MEMBER_IN BEZOS_ORLANDO 47.627
MEMBER_IN ERDOGAN_AUDREY 52.028
MEMBER_IN MORGAN_MURIEL 76.885
MEMBER_IN ESCOBAR_LORRAINE 83.103
MEMBER_IN GOTTI_JULIUS 24.064
MEMBER_IN SZYMANSKI_EDITH 19.745
MEMBER_IN KAMINSKI_ANNETTE 79.312
MEMBER_IN SOPRANO_MICHELLE 84.336
MEMBER_IN ERDOGAN_MONICA 18.196
MEMBER_IN SZYMANSKI_MILTON 88.840
INTEL_DIVIDE
MEMBER_IN PETROVIC_TIFFANY 20.320
MEMBER_IN KACZMAREK_GREGORY 34.581
MEMBER_IN CORLEONE_DAVE 23.376
MEMBER_IN STOJANOVIC_TONY 64.348
MEMBER_IN BEZOS_ADRIENNE 58.983
MEMBER_IN KILIC_CHRISTIE 50.235
MEMBER_IN ZIELINSKI_JOCELYN 35.442
MEMBER_IN ESCOBAR_MARC 94.554
MEMBER_IN MANE_EDNA 89.652
MEMBER_IN KAYA_DREW 65.510
INTEL_DIVIDE
MEMBER_IN ERDOGAN_ELIZABETH 20.068
MEMBER_IN POYRAZOGLU_SHEILA 56.446
MEMBER_IN ESCOBAR_JUANITA 61.026
MEMBER_IN COLOMBO_NICOLAS 33.700
MEMBER_IN LUCCHESE_YUNUS 10.617
MEMBER_IN STRACCI_VICKI 26.068
MEMBER_IN INONU_MARIO 74.476
MEMBER_IN SALAH_PHIL 62.123
MEMBER_IN GUZMAN_JANETTE 70.404
MEMBER_IN INONU_MARIA 73.809
INTEL_DIVIDE
MEMBER_IN PENTANGELI_KEN 92.707
MEMBER_IN INONU_MARIE 26.888
MEMBER_IN SZYMANSKI_KAY 73.169
MEMBER_IN ESCOBAR_MARK 38.151
MEMBER_IN YILMAZ_DARYL 92.840
MEMBER_IN TRAJKOVSKI_CONNIE 23.872
MEMBER_IN CICCI_EMILY 63.396
MEMBER_IN MESSI_MORRIS 7.624
MEMBER_IN MBAPPE_DONNIE 45.339
MEMBER_IN CATLI_VELMA 57.484
INTEL_DIVIDE
MEMBER_IN JOBS_CHERYL 87.639
MEMBER_IN MOEGREENE_ANDREA 23.025
MEMBER_IN CICCI_FRANCIS 48.375
MEMBER_IN BENZEMA_FAYE 25.513
MEMBER_IN PENTANGELI_TOMAS 90.899
MEMBER_IN COLOMBO_LOREN 12.704
MEMBER_IN PEKER_GERTRUDE 9.618
MEMBER_IN DEMIR_ROSALIE 77.864
MEMBER_IN PEKER_JEREMIAH 98.331
MEMBER_IN WHITE_RENEE 9.100
INTEL_DIVIDE
MEMBER_IN JOVANOVIC_HAROLD 94.570
MEMBER_IN KARTAL_DOROTHY 4.664
MEMBER_IN STOJANOVIC_TODD 41.798
MEMBER_IN MORGAN_SHEILA 41.918
MEMBER_IN PETROVIC_STAN 66.781
MEMBER_IN ROTSHCHILD_RACHAEL 50.138
MEMBER_IN SLIM_ARTURO 62.352
MEMBER_IN LEWANDOWSKI_LESTER 18.185
MEMBER_IN ROTH_VELI 8.786
MEMBER_IN PETROVIC_JANET 46.717
INTEL_DIVIDE
MEMBER_IN SZYMANSKI_HERMAN 25.280
MEMBER_IN PETROVIC_MITCH 12.719
MEMBER_IN KOCH_APRIL 51.161
MEMBER_IN ESCOBAR_MATT 49.098
MEMBER_IN ERBAKAN_SAMUEL 64.135
MEMBER_IN FORD_LEANNE 31.907
MEMBER_IN ROTH_ORLANDO 55.454
MEMBER_IN KOWALCZYK_RITA 25.357
MEMBER_IN ZUCKERBERG_VANESSA 93.103
MEMBER_IN STOJANOVIC_JORGE 35.752
INTEL_DIVIDE
MEMBER_IN CUNEO_WILL 81.071
MEMBER_IN PETROVIC_OGUZ 13.172
MEMBER_IN ESCOBAR_MARY 79.307
MEMBER_IN HEISENBERG_MARILYN 72.897
MEMBER_IN JOVANOVIC_JESSICA 96.911
MEMBER_IN CICCI_BECKY 10.253
MEMBER_IN WOZNIAK_EVELYN 29.163
MEMBER_IN KOCH_DAN 28.815
MEMBER_IN GUZMAN_BEATRICE 40.241
MEMBER_IN MBAPPE_CLYDE 62.901
INTEL_DIVIDE
MEMBER_IN KOVACEVIC_DONNA 78.863
MEMBER_IN KOVACEVIC_JENNA 16.129
MEMBER_IN PENTANGELI_WALLACE 63.494
MEMBER_IN IVANOVIC_YVONNE 44.007
MEMBER_IN CICCI_REGINA 5.682
MEMBER_IN ROSATO_VIRGINIA 38.985
MEMBER_IN MESSI_DOMINIC 88.298
MEMBER_IN SOYLU_JOANN 34.533
MEMBER_IN JOVANOVIC_HERBERT 60.384
MEMBER_IN MANCINI_GREGORY 94.354
INTEL_DIVIDE
MEMBER_IN KOVACEVIC_JENNY 99.544
MEMBER_IN PENTANGELI_JOSH 38.698
MEMBER_IN BEZOS_HILDA 25.394
MEMBER_IN ERDOGAN_KATHLEEN 69.773
MEMBER_IN OZDEMIR_DEBRA 47.344
MEMBER_IN KAYA_ABIGAIL 37.229
MEMBER_IN FORD_WENDELL 23.630
MEMBER_IN JOBS_GENEVIEVE 0.151
MEMBER_IN CICCI_FRANCES 68.025
MEMBER_IN MOEGREENE_JAMES 85.446
INTEL_DIVIDE
MEMBER_IN BEZOS_FELIX 0.300
MEMBER_IN ROSATO_KRISTIN 1.601
MEMBER_IN SLIM_NELLIE 68.848
MEMBER_IN INONU_MARLA 46.530
MEMBER_IN GOODMAN_MARINA 60.493
MEMBER_IN MOEGREENE_SUSAN 76.108
MEMBER_IN PEKER_SHAWN 96.345
MEMBER_IN TADIC_CHRIS 93.798
MEMBER_IN BUFFETT_ISMAIL 25.628
MEMBER_IN ELLISON_LOUIS 66.867
INTEL_DIVIDE
MEMBER_IN LEWANDOWSKI_DONNA 99.656
MEMBER_IN JANKOWSKI_JOSH 39.379
MEMBER_IN INONU_ALAN 55.781
MEMBER_IN MOEGREENE_ANDRES 76.126
MEMBER_IN SZYMANSKI_MARTHA 75.831
MEMBER_IN MOEGREENE_ANDREW 76.652
MEMBER_IN KOCAMAN_MOHAMMAD 13.696
MEMBER_IN DEMIREL_FRED 41.135
MEMBER_IN KWIATKOWSKI_GERARDO 49.687
MEMBER_IN STANKOVIC_SIMON 75.896
INTEL_DIVIDE
MEMBER_IN PENTANGELI_KAY 82.492
MEMBER_IN SZYMANSKI_KEN 83.180
MEMBER_IN LUCCHESE_CHRISTIE 1.196
MEMBER_IN AGUERO_GRACIELA 61.090
MEMBER_IN SALAH_SILVIA 88.090
MEMBER_IN GUS_SHAWN 53.578
MEMBER_IN KACZMAREK_REBECCA 68.473
MEMBER_IN CICCI_ROBIN 89.394
MEMBER_IN WHITE_LUCINDA 71.037
MEMBER_IN POYRAZOGLU_LORI 84.252
INTEL_DIVIDE
MEMBER_IN PETROVIC_SUSAN 22.334
MEMBER_IN BONANNO_NATALIE 60.495
MEMBER_IN DEMIREL_ROLANDO 7.435
MEMBER_IN OZDEMIR_LYNNE 26.390
MEMBER_IN DEMIREL_BERT 91.877
MEMBER_IN CLEMENZA_MARGIE 50.207
MEMBER_IN JANKOWSKI_JOSEPH 90.258
MEMBER_IN TERIM_LENA 87.978
MEMBER_IN KOCH_DEE 10.486
MEMBER_IN DEMIREL_DENNIS 10.695
INTEL_DIVIDE
MEMBER_IN GATES_FRANKIE 30.837
MEMBER_IN JESUS_GINGER 35.679
MEMBER_IN MBAPPE_EDNA 49.670
MEMBER_IN GAMBINO_MARGARET 48.613
MEMBER_IN STRACCI_MADELINE 85.424
MEMBER_IN ZASA_MOHAMMAD 36.213
MEMBER_IN KAYA_SUZANNE 27.261
MEMBER_IN FORD_MABEL 47.460
MEMBER_IN COLOMBO_LORNA 60.888
MEMBER_IN MARIC_KRIS 24.098
INTEL_DIVIDE
MEMBER_IN GOODMAN_MARION 50.791
MEMBER_IN RONALDO_ALEXIS 34.114
MEMBER_IN TATTAGLIA_PEGGY 48.697
MEMBER_IN SZYMANSKI_TREVOR 76.136
MEMBER_IN KWIATKOWSKI_MERLE 85.405
MEMBER_IN GUS_RACHAEL 24.365
MEMBER_IN MBAPPE_ADRIANA 8.548
MEMBER_IN WOJCIK_JOSH 10.780
MEMBER_IN MOEGREENE_JAMIE 79.255
MEMBER_IN KILIC_EMRE 44.842
INTEL_DIVIDE
MEMBER_IN PEKER_JENNA 27.158
MEMBER_IN KAMINSKI_LEROY 36.122
MEMBER_IN INONU_MARTA 33.053
MEMBER_IN KARTAL_MABEL 63.446
MEMBER_IN MARKOVIC_CARLOS 43.750
MEMBER_IN JOBS_IRA 67.450
MEMBER_IN KOCAMAN_LANA 39.106
MEMBER_IN KARTAL_CARY 22.560
MEMBER_IN LUCCHESE_AMBER 23.231
MEMBER_IN STRACCI_TRINA 30.143
INTEL_DIVIDE
MEMBER_IN KOWALCZYK_EVERETT 9.847
MEMBER_IN MORGAN_CATHERINE 58.782
MEMBER_IN ZUCKERBERG_LEROY 34.621
MEMBER_IN JOVANOVIC_CANDACE 67.877
MEMBER_IN GOODMAN_MARISA 26.570
MEMBER_IN RIZZI_HERBERT 82.378
MEMBER_IN PEKER_JENNY 5.824
MEMBER_IN IVANOVIC_GEOFFREY 82.412
MEMBER_IN GOTTI_JULIAN 32.234
MEMBER_IN JOVANOVIC_ESTHER 21.981
INTEL_DIVIDE
MEMBER_IN POYRAZOGLU_ELIZABETH 97.822
MEMBER_IN NOWAK_JEFFREY 4.138
MEMBER_IN CLEMENZA_GABRIELA 32.354
MEMBER_IN DEMIREL_FRAN 31.871
MEMBER_IN NIKOLIC_AUDREY 72.352
MEMBER_IN JOBS_DOUGLAS 93.541
MEMBER_IN KARTAL_CARA 88.085
MEMBER_IN AGUERO_TINA 84.684
MEMBER_IN DEMIREL_BETH 1.099
MEMBER_IN CORLEONE_BRYAN 66.053
INTEL_DIVIDE
MEMBER_IN DEMIR_MEREDITH 59.763
MEMBER_IN STANKOVIC_AMBER 94.691
MEMBER_IN SZYMCZAK_JIMMY 96.487
MEMBER_IN TRAJKOVSKI_BRETT 83.944
MEMBER_IN DEMIREL_ANITA 65.226
MEMBER_IN KOWALSKI_JULIO 44.117
MEMBER_IN JESUS_CASSANDRA 34.291
MEMBER_IN MORGAN_GEOFFREY 76.021
MEMBER_IN MANCINI_KRIS 43.884
MEMBER_IN SZYMCZAK_WALLACE 19.503
INTEL_DIVIDE
MEMBER_IN TERIM_EDUARDO 31.215
MEMBER_IN PENTANGELI_TOMMY 30.210
MEMBER_IN GUS_JOHANNA 81.436
MEMBER_IN IVANOVIC_SYLVIA 51.326
MEMBER_IN DEMIREL_VERNA 51.600
MEMBER_IN ZASA_IAN 8.847
MEMBER_IN SOYLU_LANCE 48.670
MEMBER_IN POYRAZOGLU_LEROY 7.913
MEMBER_IN TADIC_GLENN 26.517
MEMBER_IN ERBAKAN_GEOFFREY 89.914
INTEL_DIVIDE
MEMBER_IN CUNEO_EVAN 56.568
MEMBER_IN POYRAZOGLU_MELODY 57.655
MEMBER_IN BARZINI_DICK 51.274
MEMBER_IN BEZOS_VIRGINIA 54.650
MEMBER_IN KAMINSKI_CHARLOTTE 61.780
MEMBER_IN KOWALCZYK_SABRINA 94.058
MEMBER_IN KACZMAREK_CANDICE 32.891
MEMBER_IN JANKOWSKI_JONI 95.399
MEMBER_IN SLIM_SHARON 93.884
MEMBER_IN INONU_ALMA 51.098
INTEL_DIVIDE
MEMBER_IN NIKOLIC_GENEVIEVE 98.905
MEMBER_IN INONU_SILVIA 4.389
MEMBER_IN PENTANGELI_STACY 73.471
MEMBER_IN GAMBINO_SAMMY 2.996
MEMBER_IN PINKMAN_TABITHA 35.174
MEMBER_IN SZYMANSKI_NORMAN 35.266
MEMBER_IN MOEGREENE_KAGAN 5.266
MEMBER_IN PEKER_KRISTA 38.542
MEMBER_IN SALAH_BRENDAN 33.744
MEMBER_IN SOYLU_KATHY 97.478
INTEL_DIVIDE
MEMBER_IN SOYLU_CATHERINE 71.225
MEMBER_IN KOWALCZYK_GERALDINE 42.515
MEMBER_IN MBAPPE_KORAY 7.648
MEMBER_IN GATES_TERRANCE 91.283
MEMBER_IN SOYLU_KATIE 58.746
MEMBER_IN ROTSHCHILD_REBEKAH 95.645
MEMBER_IN ROTH_DREW 86.304
MEMBER_IN CICCI_TANYA 63.719
MEMBER_IN LEWANDOWSKI_BERNADETTE 21.774
MEMBER_IN MANE_ABRAHAM 9.191
INTEL_DIVIDE
MEMBER_IN PEKER_KRISTI 99.347
MEMBER_IN STRACCI_ARMANDO 26.685
MEMBER_IN RIZZI_MONICA 62.699
MEMBER_IN BONANNO_ANNETTE 65.526
MEMBER_IN SOYLU_MARIBEL 87.359
MEMBER_IN LUCCHESE_PAIGE 97.034
MEMBER_IN TESSIO_TERESA 3.735
MEMBER_IN SZYMANSKI_ABIGAIL 96.805
MEMBER_IN MESSI_DARLENE 16.757
MEMBER_IN WHITE_WENDELL 0.420
INTEL_DIVIDE
MEMBER_IN PEKER_KRISTY 74.724
MEMBER_IN KACZMAREK_DEVIN 19.833
MEMBER_IN ROTH_MIRANDA 99.635
MEMBER_IN BUFFETT_LEIGH 69.305
MEMBER_IN ZUCKERBERG_APRIL 4.267
MEMBER_IN SALAH_CARY 19.540
MEMBER_IN STRACCI_SHEILA 74.157
MEMBER_IN JOBS_RAMONA 21.810
MEMBER_IN BENZEMA_MALCOLM 81.816
MEMBER_IN BARZINI_FAITH 85.038
INTEL_DIVIDE
MEMBER_IN PENTANGELI_IRA 48.579
MEMBER_IN SZYMCZAK_LORENA 20.723
MEMBER_IN SALAH_CARA 58.306
MEMBER_IN BONANNO_KATHY 56.531
MEMBER_IN YILMAZ_DARIN 20.504
MEMBER_IN TESSIO_JOSEPHINE 26.541
MEMBER_IN LEWANDOWSKI_TYRONE 55.549
MEMBER_IN GENOVESE_CLIFTON 54.781
MEMBER_IN ROCKEFELLER_DIANA 83.259
MEMBER_IN LEWANDOWSKI_LATOYA 68.160
INTEL_DIVIDE
MEMBER_IN JOBS_BRENDA 35.702
MEMBER_IN BONANNO_KATIE 92.132
MEMBER_IN WOJCIK_MIRIAM 14.197
MEMBER_IN POYRAZOGLU_CHRISTINA 44.693
MEMBER_IN GAMBINO_SALLY 27.117
MEMBER_IN JOVANOVIC_WENDELL 54.790
MEMBER_IN ERDOGAN_CINDY 9.474
MEMBER_IN POYRAZOGLU_CHRISTINE 39.691
MEMBER_IN MANCINI_BELINDA 52.621
MEMBER_IN WHITE_GUADALUPE 61.066
INTEL_DIVIDE
MEMBER_IN GATES_MICHELE 8.702
MEMBER_IN POYRAZOGLU_NATHAN 73.727
MEMBER_IN TESSIO_SONYA 12.253
MEMBER_IN WOJCIECHOWSKI_CANDY 26.248
MEMBER_IN TERIM_WES 69.197
MEMBER_IN KWIATKOWSKI_KATRINA 38.612
MEMBER_IN DEMIREL_VERONICA 70.862
MEMBER_IN GOTTI_JANETTE 85.387
MEMBER_IN CUNEO_DARLA 48.456
MEMBER_IN MOEGREENE_NIKKI 53.784
INTEL_DIVIDE
MEMBER_IN SOYLU_ROCHELLE 20.547
MEMBER_IN PEKER_DONNA 73.005
MEMBER_IN ZASA_KENDRA 10.040
MEMBER_IN ZIELINSKI_JEFFREY 15.201
MEMBER_IN STRACCI_GLADYS 79.123
MEMBER_IN KAYA_ALEXANDER 22.283
MEMBER_IN IVANOVIC_LAUREL 73.113
MEMBER_IN IVANOVIC_LAUREN 41.759
MEMBER_IN PENTANGELI_CLIFTON 58.322
MEMBER_IN CATLI_FRANCINE 27.800
INTEL_DIVIDE
MEMBER_IN BARZINI_CHARLIE 24.757
MEMBER_IN JOBS_GERRY 98.581
MEMBER_IN MBAPPE_ROGELIO 63.624
MEMBER_IN CUNEO_DARIN 49.366
MEMBER_IN KWIATKOWSKI_NICOLAS 24.366
MEMBER_IN COLOMBO_SHARON 1.572
MEMBER_IN CICCI_CARLTON 98.713
MEMBER_IN JOBS_SANTIAGO 71.863
MEMBER_IN IVANOVIC_CANDY 53.911
MEMBER_IN GAMBINO_TERRY 71.278
INTEL_DIVIDE
MEMBER_IN RIZZI_MADELINE 97.537
MEMBER_IN KOWALCZYK_BRYAN 31.046
MEMBER_IN TADIC_GENEVA 85.697
MEMBER_IN ERDOGAN_MITCHELL 14.423
MEMBER_IN JANKOWSKI_FAYE 73.227
MEMBER_IN CATLI_ROXANNE 4.359
MEMBER_IN GUS_KEITH 56.355
MEMBER_IN STANKOVIC_JORGE 28.978
MEMBER_IN KARTAL_THERESE 48.751
MEMBER_IN ESCOBAR_CRYSTAL 2.407
INTEL_DIVIDE
MEMBER_IN CICCI_LYDIA 95.360
MEMBER_IN KILIC_SANTIAGO 50.574
MEMBER_IN STANKOVIC_OLIVIA 54.057
MEMBER_IN BARZINI_CHARLES 24.579
MEMBER_IN WALTON_FRANCES 48.945
MEMBER_IN TATTAGLIA_ROBERTO 89.259
MEMBER_IN GUS_JACOB 16.215
MEMBER_IN SZYMANSKI_IRA 71.873
MEMBER_IN SOYLU_JANETTE 47.386
MEMBER_IN ERDOGAN_LORETTA 34.080
INTEL_DIVIDE
MEMBER_IN ZASA_GUY 55.444
MEMBER_IN KACZMAREK_VERNA 64.517
MEMBER_IN BONANNO_PEARL 98.669
MEMBER_IN SLIM_DARLA 4.505
MEMBER_IN GAMBINO_EDGAR 20.881
MEMBER_IN TATTAGLIA_JOHNNY 7.151
MEMBER_IN DEMIREL_ORLANDO 74.011
MEMBER_IN CORLEONE_HOPE 12.460
MEMBER_IN STANKOVIC_CLIFTON 23.711
MEMBER_IN BEZOS_VINCENT 30.818
INTEL_DIVIDE
MEMBER_IN ESCOBAR_ANDREA 27.047
MEMBER_IN MBAPPE_HANNAH 15.976
MEMBER_IN BARZINI_SYLVIA 37.256
MEMBER_IN COLOMBO_SETH 81.372
MEMBER_IN KNEZEVIC_ROLAND 40.349
MEMBER_IN ROTH_TYRONE 37.526
MEMBER_IN RONALDO_CHARLOTTE 48.577
MEMBER_IN PETROVIC_KERRI 88.497
MEMBER_IN ERDOGAN_CHRISTINE 87.807
MEMBER_IN KILIC_ELLA 21.173
INTEL_DIVIDE
MEMBER_IN YILMAZ_DARLA 91.337
MEMBER_IN ESCOBAR_ANDRES 53.085
MEMBER_IN PEKER_MARCOS 38.357
MEMBER_IN ZUCKERBERG_DREW 29.660
MEMBER_IN PENTANGELI_VICTORIA 97.713
MEMBER_IN STRACCI_WENDELL 2.102
MEMBER_IN ERDOGAN_JENNIFER 35.213
MEMBER_IN MESSI_HAROLD 3.673
MEMBER_IN GUS_YOUNG 25.917
MEMBER_IN KOCH_DON 25.643
INTEL_DIVIDE
MEMBER_IN TADIC_ROCHELLE 99.893
MEMBER_IN IVANOVIC_LAURIE 84.855
MEMBER_IN GOODMAN_SHELLEY 38.278
MEMBER_IN ESCOBAR_ANDREW 28.839
MEMBER_IN KACZMAREK_KRYSTAL 14.658
MEMBER_IN STRACCI_RENEE 47.196
MEMBER_IN SZYMCZAK_SETH 24.701
MEMBER_IN COLOMBO_HEATHER 0.130
MEMBER_IN ROTSHCHILD_MITCH 51.328
MEMBER_IN RONALDO_HOWARD 56.491
INTEL_DIVIDE
MEMBER_IN MESSI_REBECCA 12.573
MEMBER_IN ZIELINSKI_JACQUELINE 4.707
MEMBER_IN TADIC_LOREN 52.461
MEMBER_IN GUZMAN_SHELLY 13.791
MEMBER_IN WHITE_ARMANDO 20.112
MEMBER_IN ZIELINSKI_HILDA 57.807
MEMBER_IN BONANNO_VANESSA 49.205
MEMBER_IN TERIM_SIMON 11.412
MEMBER_IN TADIC_MAHMUT 21.640
MEMBER_IN ERDOGAN_CHRISTINA 94.060
INTEL_DIVIDE
MEMBER_IN NEYMAR_SHELLEY 0.222
MEMBER_IN CORLEONE_ROSIE 4.254
MEMBER_IN KOWALSKI_SHERRIE 41.820
MEMBER_IN FORD_ESTHER 36.435
MEMBER_IN MOEGREENE_PHILLIP 35.959
MEMBER_IN STANKOVIC_OLIVER 63.965
MEMBER_IN ROTH_GREGORY 83.027
MEMBER_IN JANKOWSKI_JACOB 84.799
MEMBER_IN CORLEONE_ARNOLD 15.141
MEMBER_IN CORLEONE_JOHANNA 73.766
INTEL_DIVIDE
MEMBER_IN STRACCI_ALYSSA 99.889
MEMBER_IN JANKOWSKI_KEITH 4.257
MEMBER_IN TERIM_STEFANIE 93.406
MEMBER_IN CATLI_BECKY 15.449
MEMBER_IN DEMIREL_RACHAEL 58.252
MEMBER_IN RIZZI_SANTOS 24.082
MEMBER_IN KNEZEVIC_FRANCES 45.551
MEMBER_IN KOWALSKI_KIMBERLY 13.042
MEMBER_IN TATTAGLIA_GWENDOLYN 21.911
MEMBER_IN WALTON_FRANCIS 60.511
INTEL_DIVIDE
MEMBER_IN WOZNIAK_KADIR 43.798
MEMBER_IN HEISENBERG_MYRA 53.400
MEMBER_IN MORGAN_ALEXIS 23.501
MEMBER_IN ROSATO_LAWRENCE 52.251
MEMBER_IN WOJCIECHOWSKI_SILVIA 93.656
MEMBER_IN KWIATKOWSKI_HOLLY 50.527
MEMBER_IN CORLEONE_MEGHAN 52.271
MEMBER_IN CORLEONE_TRICIA 39.790
MEMBER_IN GOTTI_CHRISTOPHER 83.456
MEMBER_IN ROCKEFELLER_JUANA 50.988
INTEL_DIVIDE
MEMBER_IN CICCI_MICHELLE 32.069
MEMBER_IN CICCI_DENISE 40.402
MEMBER_IN ZUCKERBERG_JARED 68.631
MEMBER_IN YILMAZ_IRENE 33.644
MEMBER_IN MORGAN_TINA 99.932
MEMBER_IN ROTSHCHILD_SIDNEY 94.992
MEMBER_IN TERIM_TRACY 14.846
MEMBER_IN JESUS_FRANKIE 45.363
MEMBER_IN ELLISON_BEATRICE 34.240
MEMBER_IN SLIM_DARYL 86.602
INTEL_DIVIDE
MEMBER_IN MOEGREENE_KRYSTAL 19.907
MEMBER_IN RIZZI_RANDOLPH 12.216
MEMBER_IN JOBS_IAN 62.436
MEMBER_IN COLOMBO_VICKI 18.126
MEMBER_IN NEYMAR_RUBEN 52.818
MEMBER_IN GUZMAN_SHELIA 61.984
MEMBER_IN LEWANDOWSKI_MARTHA 40.881
MEMBER_IN GAMBINO_WILMA 56.782
MEMBER_IN TERIM_TRACI 64.447
MEMBER_IN NIKOLIC_ZACH 66.106
INTEL_DIVIDE
MEMBER_IN STRACCI_BONITA 91.673
MEMBER_IN ROTH_RACHAEL 67.136
MEMBER_IN TADIC_AUDREY 5.564
MEMBER_IN KOVACEVIC_ADRIANA 98.097
MEMBER_IN ROSATO_LORETTA 95.485
MEMBER_IN SZYMCZAK_ARTHUR 11.900
MEMBER_IN BUFFETT_ELEANOR 56.272
MEMBER_IN KACZMAREK_DEAN 25.858
MEMBER_IN ESCOBAR_BENJAMIN 30.206
MEMBER_IN FORD_LILLIAN 92.374
INTEL_DIVIDE
MEMBER_IN POYRAZOGLU_EILEEN 46.971
MEMBER_IN GOTTI_HARRIET 67.191
MEMBER_IN STANKOVIC_WHITNEY 25.878
MEMBER_IN KOVACEVIC_GINA 63.478
MEMBER_IN KOCH_JARED 49.937
MEMBER_IN KAYA_LINDSAY 56.712
MEMBER_IN WOZNIAK_MARCELLA 37.593
MEMBER_IN BONANNO_BEATRIZ 97.802
MEMBER_IN BARZINI_DAVID 31.596
MEMBER_IN MESSI_VERONICA 77.771
INTEL_DIVIDE
MEMBER_IN ERDOGAN_EDMUND 62.839
MEMBER_IN KARTAL_JANIS 13.523
MEMBER_IN GATES_ALFREDO 42.324
MEMBER_IN TATTAGLIA_BETHANY 97.549
MEMBER_IN GATES_MICHEAL 47.873
MEMBER_IN BENZEMA_CLAUDIA 0.549
MEMBER_IN MBAPPE_IRIS 30.912
MEMBER_IN KNEZEVIC_FRANCIS 23.331
MEMBER_IN GAMBINO_NORMA 9.336
MEMBER_IN JOVANOVIC_FAYE 97.621
INTEL_DIVIDE
MEMBER_IN ROTH_ISRAEL 80.173
MEMBER_IN BUFFETT_LYNN 56.913
MEMBER_IN LUCCHESE_SIMON 84.017
MEMBER_IN OZDEMIR_DWAYNE 20.177
MEMBER_IN BUFFETT_EVERETT 97.017
MEMBER_IN NOWAK_RUBEN 84.698
MEMBER_IN GENOVESE_SILVIA 11.116
MEMBER_IN NOWAK_LANA 51.704
MEMBER_IN KARTAL_JANIE 19.959
MEMBER_IN ZASA_JULIO 79.157
INTEL_DIVIDE
MEMBER_IN AGUERO_RODNEY 54.203
MEMBER_IN GAMBINO_JEANETTE 98.788
MEMBER_IN CUNEO_NOEL 89.111
MEMBER_IN NIKOLIC_MAHMUT 99.486
MEMBER_IN TRAJKOVSKI_NELSON 35.790
MEMBER_IN SOYLU_SERGIO 15.831
MEMBER_IN SOPRANO_MELISSA 48.221
MEMBER_IN LUCCHESE_TRACY 62.057
MEMBER_IN BENZEMA_ANGEL 66.121
MEMBER_IN CORLEONE_RODERICK 31.611
INTEL_DIVIDE
MEMBER_IN KAYA_LYNETTE 78.533
MEMBER_IN CATLI_MARISA 85.637
MEMBER_IN KOCAMAN_THERESE 92.785
MEMBER_IN LUCCHESE_TRACI 16.563
MEMBER_IN KOCAMAN_ROBBIE 75.186
MEMBER_IN MANE_KATHLEEN 83.368
MEMBER_IN GUS_ALEXIS 67.971
MEMBER_IN CATLI_EMILY 14.986
MEMBER_IN GUS_ROLANDO 21.191
MEMBER_IN BUFFETT_LYLE 67.017
INTEL_DIVIDE
MEMBER_IN CLEMENZA_GLENN 16.633
MEMBER_IN GOTTI_ARTURO 13.481
MEMBER_IN GOODMAN_ANGELO 93.410
MEMBER_IN CATLI_TAMMY 91.417
MEMBER_IN ROSATO_JULIUS 40.532
MEMBER_IN SZYMANSKI_MARSHALL 91.258
MEMBER_IN TRAJKOVSKI_CHRISTIE 97.806
MEMBER_IN BONANNO_LANCE 18.069
MEMBER_IN KILIC_SILVIA 10.611
MEMBER_IN KOVACEVIC_TONY 92.681
INTEL_DIVIDE
MEMBER_IN PEKER_MARCIA 77.703
MEMBER_IN MARIC_SIDNEY 87.702
MEMBER_IN PETROVIC_KERIM 26.801
MEMBER_IN CATLI_SABRINA 55.743
MEMBER_IN OZDEMIR_GINA 6.908
MEMBER_IN KARTAL_JANET 91.828
MEMBER_IN KAYA_MARGARET 14.167
MEMBER_IN JOVANOVIC_MURIEL 89.826
MEMBER_IN IVANOVIC_JACKIE 2.751
MEMBER_IN MOEGREENE_KEREM 95.723
INTEL_DIVIDE
MEMBER_IN FORD_BLAKE 63.130
MEMBER_IN BENZEMA_CINDY 7.458
MEMBER_IN GATES_MADELINE 60.159
MEMBER_IN TESSIO_MILTON 36.534
MEMBER_IN AGUERO_BERNADETTE 82.334
MEMBER_IN KWIATKOWSKI_KAREN 93.372
MEMBER_IN BENZEMA_VERNA 96.095
MEMBER_IN GATES_LUCAS 73.957
MEMBER_IN PENTANGELI_JAY 95.872
MEMBER_IN YILMAZ_ANDREA 71.979
INTEL_DIVIDE
MEMBER_IN MOEGREENE_GALE 92.577
MEMBER_IN FORD_WALLACE 15.476
MEMBER_IN ROSATO_RAFAEL 83.302
MEMBER_IN YILMAZ_ANDRES 55.058
MEMBER_IN TESSIO_SONIA 34.189
MEMBER_IN DEMIREL_OKAN 53.724
MEMBER_IN CUNEO_DARYL 62.635
MEMBER_IN OZDEMIR_MINNIE 98.675
MEMBER_IN YILMAZ_ANDREW 97.521
MEMBER_IN OZDEMIR_TONY 37.242
INTEL_DIVIDE
MEMBER_IN TESSIO_WANDA 1.878
MEMBER_IN GUS_MITCHELL 62.408
